Sidebar item,Item key,Name,Raw key,User value,Unit
Demand;Industry energy demand;Fertilizers;external_coupling_industry_chemical_fertilizers_non_energetic_network_gas_share;;%
Demand;Industry energy demand;Fertilizers;external_coupling_industry_chemical_fertilizers_non_energetic_wood_pellets_share;;%
Demand;Industry energy demand;Fertilizers;external_coupling_industry_chemical_fertilizers_p2h_capacity;;MW
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_chemical_fertilizers_processes_ccus_capture_potential;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_chemical_fertilizers_processes_ccus_captured_co2;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_chemical_fertilizers_processes_ccus_electricity_use;;PJ/Mton
Demand;Industry energy demand;Fertilizers;external_coupling_industry_chemical_fertilizers_residual_heat_share;;%
Demand;Industry energy demand;Fertilizers;external_coupling_industry_chemical_fertilizers_steam_hot_water_share;;%
Demand;Industry energy demand;Fertilizers;external_coupling_industry_chemical_fertilizers_total_excluding_electricity;;%
Demand;Industry energy demand;Fertilizers;external_coupling_industry_chemical_fertilizers_total_useable_heat_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_burner_coal_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_burner_crude_oil_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_burner_hydrogen_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_burner_naphtha_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_burner_network_gas_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_burner_wood_pellets_share;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_chemical_other_ccus_capture_potential;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_chemical_other_ccus_captured_co2;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_chemical_other_ccus_electricity_use;;PJ/Mton
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_electricity;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_heater_electricity_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_heatpump_water_water_electricity_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_non_energetic_coal_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_non_energetic_crude_oil_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_non_energetic_hydrogen_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_non_energetic_naphtha_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_non_energetic_network_gas_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_non_energetic_wood_pellets_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_p2h_capacity;;MW
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_residual_heat_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_steam_hot_water_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_steam_recompression_electricity_share;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_total_non_energetic;;%
Demand;Industry energy demand;Chemicals;external_coupling_industry_chemical_other_useable_heat;;%
Demand;Industry energy demand;Refineries;external_coupling_industry_chemical_refineries_burner_coal_share;;%
Demand;Industry energy demand;Refineries;external_coupling_industry_chemical_refineries_burner_crude_oil_share;;%
Demand;Industry energy demand;Refineries;external_coupling_industry_chemical_refineries_burner_hydrogen_share;;%
Demand;Industry energy demand;Refineries;external_coupling_industry_chemical_refineries_burner_network_gas_share;;%
Demand;Industry energy demand;Refineries;external_coupling_industry_chemical_refineries_burner_wood_pellets_share;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_chemical_refineries_ccus_capture_potential;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_chemical_refineries_ccus_captured_co2;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_chemical_refineries_ccus_electricity_use;;PJ/Mton
Demand;Industry energy demand;Refineries;external_coupling_industry_chemical_refineries_electricity;;%
Demand;Industry energy demand;Refineries;external_coupling_industry_chemical_refineries_p2h_capacity;;MW
Demand;Industry energy demand;Refineries;external_coupling_industry_chemical_refineries_residual_heat_share;;%
Demand;Industry energy demand;Refineries;external_coupling_industry_chemical_refineries_steam_hot_water_share;;%
Demand;Industry energy demand;Refineries;external_coupling_industry_chemical_refineries_useable_heat;;%
Supply;Biomass;Oil mix in demand sectors;external_coupling_industry_diesel_in_crude_oil_non_energetic_share;;%
Supply;Biomass;Oil mix in demand sectors;external_coupling_industry_diesel_in_crude_oil_share;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_external_coupling_node_captured_co2_supply;;Mton
Supply;Biomass;Oil mix in demand sectors;external_coupling_industry_kerosene_in_crude_oil_non_energetic_share;;%
Supply;Biomass;Oil mix in demand sectors;external_coupling_industry_kerosene_in_crude_oil_share;;%
Supply;Biomass;Oil mix in demand sectors;external_coupling_industry_lpg_in_crude_oil_non_energetic_share;;%
Supply;Biomass;Oil mix in demand sectors;external_coupling_industry_lpg_in_crude_oil_share;;%
Demand;Industry energy demand;Aluminium;external_coupling_industry_metal_aluminium_energetic_electricity_share;;%
Demand;Industry energy demand;Aluminium;external_coupling_industry_metal_aluminium_energetic_hydrogen_share;;%
Demand;Industry energy demand;Aluminium;external_coupling_industry_metal_aluminium_energetic_network_gas_share;;%
Demand;Industry energy demand;Aluminium;external_coupling_industry_metal_aluminium_fixed_om_costs;;€/year/unit
Demand;Industry energy demand;Aluminium;external_coupling_industry_metal_aluminium_investment_costs;;€/unit
Demand;Industry energy demand;Aluminium;external_coupling_industry_metal_aluminium_production;;Mton
Demand;Industry energy demand;Aluminium;external_coupling_industry_metal_aluminium_production_efficiency;;Mton/PJ
Demand;Industry energy demand;Aluminium;external_coupling_industry_metal_aluminium_technical_lifetime;;year
Demand;Industry energy demand;Other metals;external_coupling_industry_metal_other_metals_coal_share;;%
Demand;Industry energy demand;Other metals;external_coupling_industry_metal_other_metals_crude_oil_share;;%
Demand;Industry energy demand;Other metals;external_coupling_industry_metal_other_metals_electricity_share;;%
Demand;Industry energy demand;Other metals;external_coupling_industry_metal_other_metals_fixed_om_costs;;€/year/unit
Demand;Industry energy demand;Other metals;external_coupling_industry_metal_other_metals_hydrogen_share;;%
Demand;Industry energy demand;Other metals;external_coupling_industry_metal_other_metals_investment_costs;;€/unit
Demand;Industry energy demand;Other metals;external_coupling_industry_metal_other_metals_network_gas_share;;%
Demand;Industry energy demand;Other metals;external_coupling_industry_metal_other_metals_steam_hot_water_share;;%
Demand;Industry energy demand;Other metals;external_coupling_industry_metal_other_metals_technical_lifetime;;year
Demand;Industry energy demand;Other metals;external_coupling_industry_metal_other_metals_useful_energetic_demand;;PJ
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_blastfurnace_bof_share;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_metal_steel_ccus_capture_potential;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_metal_steel_ccus_captured_co2;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_metal_steel_ccus_electricity_use;;PJ/Mton
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_cyclonefurnace_bof_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_dri_hydrogen_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_dri_network_gas_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_efficiency;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_energetic_coal_gas_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_energetic_coal_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_energetic_cokes_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_energetic_crude_oil_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_energetic_electricity_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_energetic_hydrogen_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_energetic_network_gas_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_energetic_steam_hot_water_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_energetic_wood_pellets_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_external_coupling_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_fixed_om_costs;;€/year/Mton
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_investment_costs;;€/Mton
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_scrap_hbi_eaf_share;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_technical_lifetime;;year
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_total_demand;;%
Demand;Industry energy demand;Steel;external_coupling_industry_metal_steel_wacc;;%
Supply;Biomass;Oil mix in demand sectors;external_coupling_industry_other_bio_oil_in_crude_oil_non_energetic_share;;%
Supply;Biomass;Oil mix in demand sectors;external_coupling_industry_other_bio_oil_in_crude_oil_share;;%
Demand;Industry energy demand;Food;external_coupling_industry_other_food_burner_coal_share;;%
Demand;Industry energy demand;Food;external_coupling_industry_other_food_burner_crude_oil_share;;%
Demand;Industry energy demand;Food;external_coupling_industry_other_food_burner_hydrogen_share;;%
Demand;Industry energy demand;Food;external_coupling_industry_other_food_burner_network_gas_share;;%
Demand;Industry energy demand;Food;external_coupling_industry_other_food_burner_wood_pellets_share;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_other_food_ccus_capture_potential;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_other_food_ccus_captured_co2;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_other_food_ccus_electricity_use;;PJ/Mton
Demand;Industry energy demand;Food;external_coupling_industry_other_food_heater_electricity_share;;%
Demand;Industry energy demand;Food;external_coupling_industry_other_food_p2h_capacity;;MW
Demand;Industry energy demand;Food;external_coupling_industry_other_food_steam_hot_water_share;;%
Demand;Industry energy demand;Food;external_coupling_industry_other_food_useful_energetic_demand_excluding_electricity;;PJ
Demand;Industry energy demand;Food;external_coupling_industry_other_food_useful_energetic_demand_for_electricity;;PJ
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_ammonia_share_non_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_coal_share_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_coal_share_non_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_cokes_share_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_cokes_share_non_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_crude_oil_share_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_crude_oil_share_non_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_electricity_share_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_hydrogen_share_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_hydrogen_share_non_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_methanol_share_non_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_network_gas_share_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_network_gas_share_non_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_useable_heat_share_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_waste_mix_share_non_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_wood_pellets_share_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_industry_wood_pellets_share_non_energetic;;%
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_useful_energetic_demand;;PJ
Demand;Industry energy demand;Other;external_coupling_industry_other_non_specified_useful_non_energetic_demand;;PJ
Supply;Biomass;Oil mix in demand sectors;external_coupling_industry_other_oil_in_crude_oil_non_energetic_share;;%
Supply;Biomass;Oil mix in demand sectors;external_coupling_industry_other_oil_in_crude_oil_share;;%
Demand;Industry energy demand;Paper;external_coupling_industry_other_paper_burner_coal_share;;%
Demand;Industry energy demand;Paper;external_coupling_industry_other_paper_burner_crude_oil_share;;%
Demand;Industry energy demand;Paper;external_coupling_industry_other_paper_burner_hydrogen_share;;%
Demand;Industry energy demand;Paper;external_coupling_industry_other_paper_burner_network_gas_share;;%
Demand;Industry energy demand;Paper;external_coupling_industry_other_paper_burner_wood_pellets_share;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_other_paper_ccus_capture_potential;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_other_paper_ccus_captured_co2;;%
Emissions;Carbon capture,utilisation and storage;Capture of CO<sub>2</sub> in industry sector;external_coupling_industry_other_paper_ccus_electricity_use;;PJ/Mton
Demand;Industry energy demand;Paper;external_coupling_industry_other_paper_heater_electricity_share;;%
Demand;Industry energy demand;Paper;external_coupling_industry_other_paper_p2h_capacity;;MW
Demand;Industry energy demand;Paper;external_coupling_industry_other_paper_steam_hot_water_share;;%
Demand;Industry energy demand;Paper;external_coupling_industry_other_paper_useful_energetic_demand_excluding_electricity;;PJ
Demand;Industry energy demand;Paper;external_coupling_industry_other_paper_useful_energetic_demand_for_electricity;;PJ
Emissions;Carbon capture,utilisation and storage;Utilisation and storage of CO<sub>2</sub>;external_coupling_molecules_other_utilisation_demand;;Mton
Supply;Biomass;Potential of biomass;external_coupling_non_biogenic_waste_max_demand;;PJ
Supply;Biomass;Potential of biomass;external_coupling_waste_mix_biogenic_waste_share;;%
Supply;Biomass;Potential of biomass;external_coupling_waste_mix_non_biogenic_waste_share;;%
Flexibility;Load on electricity network;Demand response - behavior of hybrid heat pumps;flexibility_heat_pump_space_heating_cop_cutoff_gas;;#
Flexibility;Load on electricity network;Demand response - behavior of hybrid heat pumps;flexibility_heat_pump_water_heating_cop_cutoff;;#
Flexibility;Weather conditions;Temperature and full load hours;flexibility_outdoor_temperature;;degC
Flexibility;Overview of flexibility;The need for flexibility: timescales;flexibility_residual_load_curve_moving_average;;hours
Costs & efficiencies;Renewable electricity;Biomass plants;flh_of_energy_chp_local_ht_wood_pellets_ccs_must_run;;#
Costs & efficiencies;Renewable electricity;Biomass plants;flh_of_energy_chp_local_mt_wood_pellets_ccs_must_run;;#
Flexibility;Weather conditions;Temperature and full load hours;flh_of_energy_hydrogen_wind_turbine_offshore;;#
Flexibility;Weather conditions;Temperature and full load hours;flh_of_energy_power_wind_turbine_coastal;;#
Flexibility;Weather conditions;Temperature and full load hours;flh_of_energy_power_wind_turbine_inland;;#
Flexibility;Weather conditions;Temperature and full load hours;flh_of_energy_power_wind_turbine_offshore;;#
Costs & efficiencies;Renewable electricity;Biomass plants;flh_of_energy_power_wood_pellets_ccs_must_run;;#
Flexibility;Weather conditions;Temperature and full load hours;flh_of_solar_pv_solar_radiation;;#
Supply;Future production of primary carriers;Future production of primary carriers;fuel_production_coal;;PJ
Supply;Future production of primary carriers;Future production of primary carriers;fuel_production_crude_oil;;PJ
Supply;Future production of primary carriers;Future production of primary carriers;fuel_production_natural_gas;;PJ
Supply;Future production of primary carriers;Future production of primary carriers;fuel_production_uranium_oxide;;PJ
Supply;Biomass;Gas mix in gas network;green_gas_total_share;;%
Supply;High-temperature (HT) district heating;(Seasonal) storage of heat;heat_storage_enabled_ht;;boolean
Supply;Low-temperature (LT) district heating;(Seasonal) storage of heat;heat_storage_enabled_lt;;boolean
Supply;Medium-temperature (MT) district heating;(Seasonal) storage of heat;heat_storage_enabled_mt;;boolean
Demand;Household energy demand;Appliances;households_appliances_electricity_efficiency;;%
Demand;Household energy demand;Cooking;households_cooker_halogen_electricity_share;;%
Demand;Household energy demand;Cooking;households_cooker_induction_electricity_share;;%
Demand;Household energy demand;Cooking;households_cooker_network_gas_share;;%
Demand;Household energy demand;Cooking;households_cooker_resistive_electricity_share;;%
Demand;Household energy demand;Cooking;households_cooker_wood_pellets_share;;%
Demand;Household energy demand;Cooling;households_cooling_airconditioning_electricity_share;;%
Demand;Household energy demand;Cooling;households_cooling_heatpump_air_water_electricity_share;;%
Demand;Household energy demand;Cooling;households_cooling_heatpump_ground_water_electricity_share;;%
Demand;Household energy demand;Cooling;households_cooling_heatpump_surface_water_water_ts_electricity_share;;%
Flexibility;Load on electricity network;Demand response - behavior of hybrid heat pumps;households_flexibility_consumer_electricity_price;;€ct/kWh
Flexibility;Load on electricity network;Demand response - behavior of hybrid heat pumps;households_flexibility_consumer_gas_price;;€ct/m3
Flexibility;Electricity storage;Batteries in households;households_flexibility_p2p_electricity_market_penetration;;%
Demand;Households heating technologies;Capacities;households_heater_combined_hydrogen_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_combined_hydrogen_share;;%
Demand;Households heating technologies;Capacities;households_heater_combined_network_gas_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_combined_network_gas_share;;%
Demand;Households heating technologies;Capacities;households_heater_district_heating_ht_steam_hot_water_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_district_heating_ht_steam_hot_water_share;;%
Demand;Households heating technologies;Capacities;households_heater_district_heating_lt_steam_hot_water_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_district_heating_lt_steam_hot_water_share;;%
Demand;Households heating technologies;Capacities;households_heater_district_heating_mt_steam_hot_water_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_district_heating_mt_steam_hot_water_share;;%
Demand;Households heating technologies;Capacities;households_heater_electricity_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_electricity_share;;%
Demand;Households heating technologies;Capacities;households_heater_heatpump_air_water_electricity_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_heatpump_air_water_electricity_share;;%
Demand;Households heating technologies;Capacities;households_heater_heatpump_ground_water_electricity_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_heatpump_ground_water_electricity_share;;%
Demand;Households heating technologies;Capacities;households_heater_heatpump_pvt_electricity_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_heatpump_pvt_electricity_share;;%
Demand;Households heating technologies;Capacities;households_heater_heatpump_surface_water_water_ts_electricity_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_heatpump_surface_water_water_ts_electricity_share;;%
Demand;Households heating technologies;Capacities;households_heater_hybrid_heatpump_air_water_electricity_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_hybrid_heatpump_air_water_electricity_share;;%
Demand;Households heating technologies;Capacities;households_heater_hybrid_hydrogen_heatpump_air_water_electricity_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_hybrid_hydrogen_heatpump_air_water_electricity_share;;%
Demand;Households heating technologies;Capacities;households_heater_network_gas_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_network_gas_share;;%
Demand;Households heating technologies;Capacities;households_heater_wood_pellets_heat_output_capacity;;kW
Demand;Household energy demand;Space heating & hot water;households_heater_wood_pellets_share;;%
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_apartments_1945_1964;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_apartments_1965_1984;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_apartments_1985_2004;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_apartments_2005_present;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_apartments_before_1945;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_apartments_future;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_detached_houses_1945_1964;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_detached_houses_1965_1984;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_detached_houses_1985_2004;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_detached_houses_2005_present;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_detached_houses_before_1945;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_detached_houses_future;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_semi_detached_houses_1945_1964;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_semi_detached_houses_1965_1984;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_semi_detached_houses_1985_2004;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_semi_detached_houses_2005_present;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_semi_detached_houses_before_1945;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_semi_detached_houses_future;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_terraced_houses_1945_1964;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_terraced_houses_1965_1984;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_terraced_houses_1985_2004;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_terraced_houses_2005_present;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_terraced_houses_before_1945;;kWh/m2
Demand;Household energy demand;Heat demand & insulation;households_insulation_level_terraced_houses_future;;kWh/m2
Demand;Household energy demand;Lighting;households_lighting_efficient_fluorescent_electricity_share;;%
Demand;Household energy demand;Lighting;households_lighting_incandescent_electricity_share;;%
Demand;Household energy demand;Lighting;households_lighting_led_electricity_share;;%
Demand;Household energy demand;Population & housing stock;households_number_of_apartments_1945_1964;;#
Demand;Household energy demand;Population & housing stock;households_number_of_apartments_1965_1984;;#
Demand;Household energy demand;Population & housing stock;households_number_of_apartments_1985_2004;;#
Demand;Household energy demand;Population & housing stock;households_number_of_apartments_2005_present;;#
Demand;Household energy demand;Population & housing stock;households_number_of_apartments_before_1945;;#
Demand;Household energy demand;Population & housing stock;households_number_of_apartments_future;;#
Demand;Household energy demand;Population & housing stock;households_number_of_detached_houses_1945_1964;;#
Demand;Household energy demand;Population & housing stock;households_number_of_detached_houses_1965_1984;;#
Demand;Household energy demand;Population & housing stock;households_number_of_detached_houses_1985_2004;;#
Demand;Household energy demand;Population & housing stock;households_number_of_detached_houses_2005_present;;#
Demand;Household energy demand;Population & housing stock;households_number_of_detached_houses_before_1945;;#
Demand;Household energy demand;Population & housing stock;households_number_of_detached_houses_future;;#
Demand;Household energy demand;Population & housing stock;households_number_of_inhabitants;;mln
Demand;Household energy demand;Population & housing stock;households_number_of_semi_detached_houses_1945_1964;;#
Demand;Household energy demand;Population & housing stock;households_number_of_semi_detached_houses_1965_1984;;#
Demand;Household energy demand;Population & housing stock;households_number_of_semi_detached_houses_1985_2004;;#
Demand;Household energy demand;Population & housing stock;households_number_of_semi_detached_houses_2005_present;;#
Demand;Household energy demand;Population & housing stock;households_number_of_semi_detached_houses_before_1945;;#
Demand;Household energy demand;Population & housing stock;households_number_of_semi_detached_houses_future;;#
Demand;Household energy demand;Population & housing stock;households_number_of_terraced_houses_1945_1964;;#
Demand;Household energy demand;Population & housing stock;households_number_of_terraced_houses_1965_1984;;#
Demand;Household energy demand;Population & housing stock;households_number_of_terraced_houses_1985_2004;;#
Demand;Household energy demand;Population & housing stock;households_number_of_terraced_houses_2005_present;;#
Demand;Household energy demand;Population & housing stock;households_number_of_terraced_houses_before_1945;;#
Demand;Household energy demand;Population & housing stock;households_number_of_terraced_houses_future;;#
Demand;Household energy demand;Development of demand;households_useful_demand_cooking_per_person;;%
Demand;Household energy demand;Development of demand;households_useful_demand_electric_appliances;;%
Demand;Household energy demand;Development of demand;households_useful_demand_for_cooling;;%
Demand;Household energy demand;Development of demand;households_useful_demand_hot_water_share;;%
Demand;Household energy demand;Development of demand;households_useful_demand_lighting;;%
Demand;Household energy demand;Space heating & hot water;households_water_heater_solar_thermal_share;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_coal_share_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_coal_share_non_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_cokes_share_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_cokes_share_non_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_crude_oil_share_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_crude_oil_share_non_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_electricity_share;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_hydrogen_share_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_hydrogen_share_non_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_network_gas_share_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_network_gas_share_non_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_useable_heat_share;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_wood_pellets_share_energetic;;%
Demand;Industry energy demand;Other;industry_aggregated_other_industry_wood_pellets_share_non_energetic;;%
Demand;Industry energy demand;Aluminium;industry_aluminium_carbothermalreduction_electricity_share;;%
Demand;Industry energy demand;Aluminium;industry_aluminium_electrolysis_bat_electricity_share;;%
Demand;Industry energy demand;Aluminium;industry_aluminium_electrolysis_current_electricity_share;;%
Demand;Industry energy demand;Aluminium;industry_aluminium_production;;%
Demand;Industry energy demand;Aluminium;industry_aluminium_smeltoven_electricity_share;;%
Supply;Biomass;Oil mix in demand sectors;industry_bio_kerosene_in_crude_oil_share;;%
Supply;Biomass;Oil mix in demand sectors;industry_biodiesel_in_crude_oil_share;;%
Demand;Industry energy demand;Fertilizers;industry_chemicals_fertilizers_burner_coal_share;;%
Demand;Industry energy demand;Fertilizers;industry_chemicals_fertilizers_burner_crude_oil_share;;%
Demand;Industry energy demand;Fertilizers;industry_chemicals_fertilizers_burner_hydrogen_share;;%
Demand;Industry energy demand;Fertilizers;industry_chemicals_fertilizers_burner_network_gas_share;;%
Demand;Industry energy demand;Fertilizers;industry_chemicals_fertilizers_burner_wood_pellets_share;;%
Demand;Industry energy demand;Fertilizers;industry_chemicals_fertilizers_central_ammonia_share;;%
Demand;Industry energy demand;Fertilizers;industry_chemicals_fertilizers_local_ammonia_central_hydrogen_share;;%
Demand;Industry energy demand;Fertilizers;industry_chemicals_fertilizers_local_ammonia_local_hydrogen_share;;%
